customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0163-ABCDE,Female,0,Yes,No,60,No,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.85,5377.32,Yes
0164-ABCDE,Female,0,Yes,No,55,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,52.59,3005.03,No
0165-ABCDE,Male,0,Yes,Yes,10,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,64.11,651.71,Yes
0166-ABCDE,Female,0,No,No,47,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,28.4,1350.38,No
0167-ABCDE,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.45,592.72,No
0168-ABCDE,Male,0,No,Yes,21,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No,One year,Yes,Mailed check,65.15,1340.28,Yes
0169-ABCDE,Female,0,No,No,13,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.76,628.5,Yes
0170-ABCDE,Female,0,Yes,No,33,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,80.51,2736.35,No
0171-ABCDE,Male,1,Yes,Yes,24,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),22.39,526.96,No
0172-ABCDE,Male,0,Yes,No,11,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,30.42,333.62,Yes
0173-ABCDE,Female,0,No,Yes,17,Yes,Yes,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),106.25,1719.48,Yes
0174-ABCDE,Female,0,Yes,No,68,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,75.76,5272.0,No
0175-ABCDE,Female,1,No,Yes,47,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),90.63,4224.55,No
0176-ABCDE,Male,0,No,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.88,2603.59,No
0177-ABCDE,Male,0,Yes,Yes,21,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,65.31,1318.66,Yes
0178-ABCDE,Male,1,Yes,No,12,No,No phone service,No,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,95.63,1203.99,No
0179-ABCDE,Male,1,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),71.51,2593.61,No
0180-ABCDE,Male,1,Yes,Yes,42,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),40.72,1733.33,Yes
0181-ABCDE,Male,0,Yes,Yes,17,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,52.44,898.72,Yes
0182-ABCDE,Female,0,Yes,Yes,48,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,68.02,3358.04,No
0183-ABCDE,Male,0,No,Yes,28,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,50.32,1379.91,No
0184-ABCDE,Male,1,No,No,41,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Mailed check,52.22,2195.81,No
0185-ABCDE,Male,0,No,No,47,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.41,2434.33,Yes
0186-ABCDE,Female,0,Yes,No,18,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),30.53,544.66,No
0187-ABCDE,Male,0,No,No,71,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,26.63,1923.39,No
0188-ABCDE,Male,0,No,No,13,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,22.74,304.02,No
0189-ABCDE,Female,0,No,No,13,Yes,No,No,No,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),29.32,387.52,No
0190-ABCDE,Male,0,No,No,31,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,53.06,1710.63,Yes
0191-ABCDE,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,78.57,153.76,Yes
0192-ABCDE,Male,0,Yes,No,16,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),37.19,618.88,Yes
0193-ABCDE,Male,0,Yes,Yes,9,No,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),108.58,941.15,Yes
0194-ABCDE,Male,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,100.46,3878.38,No
0195-ABCDE,Female,0,No,No,54,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),71.09,3857.14,No
0196-ABCDE,Female,0,No,Yes,56,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.87,5141.96,Yes
0197-ABCDE,Female,0,Yes,Yes,45,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.37,2444.54,No
0198-ABCDE,Male,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,21.75,739.78,No
0199-ABCDE,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),110.24,958.6,Yes
0200-ABCDE,Male,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Mailed check,31.03,245.0,No
0201-ABCDE,Female,0,Yes,No,7,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,114.69,770.61,Yes
0202-ABCDE,Male,0,No,No,36,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),76.33,2767.62,Yes
0203-ABCDE,Male,0,Yes,No,18,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),49.17,849.28,No
0204-ABCDE,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),68.54,198.64,No
0205-ABCDE,Male,1,No,No,28,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),69.17,1856.47,Yes
0206-ABCDE,Female,0,Yes,No,70,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,20.38,1409.67,No
0207-ABCDE,Female,1,Yes,No,44,No,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,54.26,2469.08,Yes
0208-ABCDE,Female,0,No,No,21,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.47,2042.74,Yes
0209-ABCDE,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,70.03,1876.89,No
0210-ABCDE,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.91,2348.32,No
0211-ABCDE,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,52.18,2869.67,No
0212-ABCDE,Male,0,No,Yes,65,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,106.03,6915.22,No
0213-ABCDE,Male,0,No,Yes,21,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),71.61,1528.92,No
0214-ABCDE,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),71.89,909.68,No
0215-ABCDE,Male,1,No,Yes,57,No,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,116.07,6609.14,No
0216-ABCDE,Female,1,Yes,No,49,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,50.73,2458.64,No
0217-ABCDE,Male,1,No,Yes,54,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,66.91,3464.9,Yes
0218-ABCDE,Female,0,Yes,No,10,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),100.79,1020.55,Yes
0219-ABCDE,Male,0,No,No,53,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.41,5054.31,Yes
0220-ABCDE,Male,1,No,Yes,44,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),45.11,1940.22,Yes
0221-ABCDE,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),33.41,1566.14,Yes
0222-ABCDE,Female,0,No,Yes,53,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),89.47,4872.45,Yes
0223-ABCDE,Female,0,Yes,Yes,46,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),44.28,2098.32,No
0224-ABCDE,Female,0,No,No,13,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,112.11,1479.22,Yes
0225-ABCDE,Female,1,No,No,37,No,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,31.18,1149.94,Yes
0226-ABCDE,Male,0,Yes,Yes,24,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,50.47,1220.46,No
0227-ABCDE,Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,23.59,46.64,No
0228-ABCDE,Male,0,Yes,No,14,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.74,1209.44,Yes
0229-ABCDE,Male,0,No,No,10,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,108.91,1076.64,Yes
0230-ABCDE,Female,0,No,Yes,35,Yes,No,No,No,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),82.86,2908.9,No
0231-ABCDE,Female,1,No,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),113.65,2869.33,Yes
0232-ABCDE,Female,0,Yes,No,3,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),31.11,97.4,No
0233-ABCDE,Female,0,No,No,17,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Electronic check,26.95,470.86,No
0234-ABCDE,Female,0,No,No,12,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),103.52,1199.01,No
0235-ABCDE,Female,1,No,No,54,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),105.26,5498.84,Yes
0236-ABCDE,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,102.77,2367.94,Yes
0237-ABCDE,Female,1,Yes,Yes,29,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.49,2953.93,Yes
0238-ABCDE,Male,0,No,No,43,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54.95,2411.55,No
0239-ABCDE,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Credit card (automatic),40.18,1053.36,No
0240-ABCDE,Female,0,No,No,60,Yes,Yes,No,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),112.74,6779.3,No
0241-ABCDE,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),49.31,3309.77,No
0242-ABCDE,Female,0,No,No,28,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),58.64,1654.47,No
0243-ABCDE,Male,0,No,Yes,16,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),89.36,1483.25,Yes
0244-ABCDE,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,47.92,2302.02,Yes
0245-ABCDE,Female,1,No,Yes,58,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),101.55,5974.06,Yes
0246-ABCDE,Male,0,No,Yes,27,Yes,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.14,683.2,Yes
0247-ABCDE,Male,0,Yes,Yes,53,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.7,5347.74,Yes
0248-ABCDE,Male,1,Yes,Yes,42,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.39,3307.59,Yes
0249-ABCDE,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),76.45,4328.58,No
0250-ABCDE,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,No,Electronic check,64.75,2903.26,No
0251-ABCDE,Male,1,Yes,No,34,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),46.26,1569.54,No
0252-ABCDE,Female,0,Yes,Yes,37,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,65.34,2441.58,No
0253-ABCDE,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,63.9,367.25,Yes
0254-ABCDE,Male,0,No,No,7,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.54,531.21,Yes
0255-ABCDE,Male,0,No,No,25,No,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),46.72,1147.21,No
0256-ABCDE,Male,0,No,No,33,No,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),25.91,860.4,Yes
0257-ABCDE,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),32.8,1764.04,No
0258-ABCDE,Female,1,Yes,Yes,58,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.32,4971.08,Yes
0259-ABCDE,Male,0,Yes,Yes,7,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),20.29,137.27,Yes
0260-ABCDE,Male,0,No,Yes,57,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,105.36,5809.71,No
0261-ABCDE,Female,0,No,No,12,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),88.83,1102.49,Yes
0262-ABCDE,Male,0,Yes,Yes,16,Yes,No phone service,No,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),96.34,1508.19,Yes
0263-ABCDE,Male,0,No,Yes,43,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.27,4535.95,Yes
0264-ABCDE,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.52,215.09,No
0265-ABCDE,Female,0,No,Yes,51,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),101.89,5444.28,No
0266-ABCDE,Female,0,No,Yes,32,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,69.47,2172.54,No
0267-ABCDE,Female,1,Yes,No,8,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No,One year,No,Electronic check,108.32,836.96,Yes
0268-ABCDE,Male,0,No,Yes,72,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),108.43,7457.24,No
0269-ABCDE,Male,1,No,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),20.47,897.29,No
0270-ABCDE,Female,0,Yes,No,59,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.05,3427.91,No
0271-ABCDE,Female,1,Yes,No,4,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,71.69,274.87,Yes
0272-ABCDE,Female,0,No,No,67,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,87.19,5692.59,No
0273-ABCDE,Female,0,Yes,No,29,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,47.19,1417.13,Yes
0274-ABCDE,Male,0,No,Yes,29,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,43.72,1278.4,Yes
0275-ABCDE,Female,0,No,Yes,28,Yes,Yes,No,Yes,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),56.89,1524.35,No
0276-ABCDE,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.1,2902.88,Yes
0277-ABCDE,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,115.02,439.89,Yes
0278-ABCDE,Male,0,No,Yes,9,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,95.74,899.73,Yes
0279-ABCDE,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.79,319.76,No
0280-ABCDE,Female,0,No,No,56,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.55,1364.29,No
0281-ABCDE,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),35.19,1834.14,No
0282-ABCDE,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,64.5,968.01,Yes
0283-ABCDE,Male,0,No,No,32,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.01,3150.65,Yes
0284-ABCDE,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),56.83,1575.54,No
0285-ABCDE,Male,1,No,No,22,No,No,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,72.93,1639.58,No
0286-ABCDE,Male,0,No,No,17,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,108.96,1921.97,Yes
0287-ABCDE,Male,0,No,Yes,59,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),111.21,6518.8,No
0288-ABCDE,Male,0,No,Yes,71,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),40.01,2850.76,No
0289-ABCDE,Female,1,No,No,57,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,22.45,1334.9,No
0290-ABCDE,Male,0,Yes,Yes,26,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49.15,1227.74,No
0291-ABCDE,Male,0,No,No,25,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),88.97,2304.83,No
0292-ABCDE,Male,0,Yes,No,10,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),115.01,1110.92,Yes
0293-ABCDE,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),25.86,1161.82,No
0294-ABCDE,Female,0,No,Yes,11,No,Yes,No,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,20.91,223.53,Yes
0295-ABCDE,Female,1,No,No,53,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),108.18,5792.57,No
0296-ABCDE,Female,1,No,No,72,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.31,6830.09,No
0297-ABCDE,Male,0,No,No,68,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,119.21,8009.01,Yes
0298-ABCDE,Male,0,No,Yes,28,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,58.47,1696.64,No
0299-ABCDE,Female,1,Yes,No,65,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,60.44,3991.38,No
0300-ABCDE,Male,0,No,No,49,Yes,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.58,1781.99,No
0301-ABCDE,Male,0,No,No,47,Yes,No,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,29.82,1352.58,No
0302-ABCDE,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.03,4159.04,No
0303-ABCDE,Female,0,Yes,No,54,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,55.16,2879.46,No
0304-ABCDE,Female,0,No,Yes,60,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,26.19,1527.84,No
0305-ABCDE,Male,0,Yes,No,57,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,108.47,5952.82,No
0306-ABCDE,Female,1,No,No,47,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),38.23,1786.09,No
0307-ABCDE,Female,1,Yes,No,31,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.36,3038.57,Yes
0308-ABCDE,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),46.79,2099.06,Yes
0309-ABCDE,Female,0,No,Yes,26,Yes,Yes,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),100.92,2590.79,Yes
0310-ABCDE,Female,1,Yes,Yes,5,Yes,No phone service,No,No,No internet service,No,No,Yes,No,Two year,No,Electronic check,30.08,155.6,No
0311-ABCDE,Male,1,Yes,Yes,52,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),95.12,5004.51,No
0312-ABCDE,Female,0,Yes,No,54,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),28.01,1550.6,No
0313-ABCDE,Male,1,Yes,No,33,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,63.59,2038.45,No
0314-ABCDE,Male,1,Yes,Yes,50,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,No,Mailed check,92.87,4744.03,No
0315-ABCDE,Female,0,Yes,Yes,38,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),35.67,1318.54,No
0316-ABCDE,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.14,1334.8,No
0317-ABCDE,Male,0,No,No,15,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,No,Mailed check,106.21,1602.69,Yes
0318-ABCDE,Male,0,Yes,No,61,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,108.28,6734.3,No
0319-ABCDE,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),22.58,456.09,No
0320-ABCDE,Female,1,No,Yes,46,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,35.15,1576.58,Yes
0321-ABCDE,Male,0,No,Yes,69,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,29.98,1994.1,No
0322-ABCDE,Female,0,Yes,No,6,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.33,215.59,No
0323-ABCDE,Female,0,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),116.96,4348.54,No
0324-ABCDE,Female,0,Yes,No,62,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.27,4711.99,No
0325-ABCDE,Female,1,No,Yes,62,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.75,3916.99,No
0326-ABCDE,Male,0,Yes,Yes,46,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.42,5584.62,No
0327-ABCDE,Male,0,Yes,No,13,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),74.81,928.35,Yes
0328-ABCDE,Female,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,85.43,248.65,Yes
